RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720739023030	 	3.11.3
REQUEST		Get Pikachu	1720739026871	1720739026909	OK	 
REQUEST		Get Pikachu	1720739026873	1720739026914	OK	 
REQUEST		Get Pikachu	1720739026860	1720739026922	OK	 
REQUEST		Get Pikachu	1720739026874	1720739026928	OK	 
USER	Pokemon API Test	END	1720739026934
USER	Pokemon API Test	END	1720739026934
USER	Pokemon API Test	END	1720739026934
USER	Pokemon API Test	START	1720739026935
USER	Pokemon API Test	START	1720739026935
REQUEST		Get Pikachu	1720739026876	1720739026935	OK	 
USER	Pokemon API Test	END	1720739026939
USER	Pokemon API Test	START	1720739026939
USER	Pokemon API Test	END	1720739026940
USER	Pokemon API Test	START	1720739026940
REQUEST		Get Pikachu	1720739026877	1720739026941	OK	 
REQUEST		Get Pikachu	1720739026877	1720739026950	OK	 
USER	Pokemon API Test	END	1720739026952
USER	Pokemon API Test	START	1720739026952
REQUEST		Get Pikachu	1720739026894	1720739026953	OK	 
REQUEST		Get Pikachu	1720739026896	1720739026960	OK	 
USER	Pokemon API Test	END	1720739026967
USER	Pokemon API Test	START	1720739026967
USER	Pokemon API Test	END	1720739026967
USER	Pokemon API Test	START	1720739026968
USER	Pokemon API Test	END	1720739026969
USER	Pokemon API Test	START	1720739026969
USER	Pokemon API Test	START	1720739026969
REQUEST		Get Pikachu	1720739026895	1720739026970	OK	 
REQUEST		Get Pikachu	1720739026940	1720739026974	OK	 
REQUEST		Get Pikachu	1720739026939	1720739026981	OK	 
USER	Pokemon API Test	END	1720739026991
USER	Pokemon API Test	START	1720739026992
REQUEST		Get Pikachu	1720739026939	1720739026992	OK	 
USER	Pokemon API Test	END	1720739026995
USER	Pokemon API Test	END	1720739026995
USER	Pokemon API Test	END	1720739026995
REQUEST		Get Pikachu	1720739026948	1720739026997	OK	 
USER	Pokemon API Test	END	1720739027007
USER	Pokemon API Test	START	1720739027008
USER	Pokemon API Test	START	1720739027011
USER	Pokemon API Test	START	1720739027012
USER	Pokemon API Test	START	1720739027014
REQUEST		Get Pikachu	1720739026968	1720739027025	OK	 
USER	Pokemon API Test	END	1720739027026
REQUEST		Get Pikachu	1720739026970	1720739027026	OK	 
USER	Pokemon API Test	END	1720739027030
USER	Pokemon API Test	START	1720739027030
REQUEST		Get Pikachu	1720739026969	1720739027022	OK	 
USER	Pokemon API Test	END	1720739027036
REQUEST		Get Pikachu	1720739026968	1720739027020	OK	 
USER	Pokemon API Test	END	1720739027037
REQUEST		Get Pikachu	1720739026952	1720739027009	OK	 
USER	Pokemon API Test	START	1720739027037
USER	Pokemon API Test	END	1720739027038
USER	Pokemon API Test	START	1720739027038
USER	Pokemon API Test	START	1720739027038
USER	Pokemon API Test	START	1720739027038
REQUEST		Get Pikachu	1720739026993	1720739027041	OK	 
USER	Pokemon API Test	END	1720739027046
USER	Pokemon API Test	START	1720739027046
REQUEST		Get Pikachu	1720739027014	1720739027048	OK	 
USER	Pokemon API Test	END	1720739027049
REQUEST		Get Pikachu	1720739027012	1720739027046	OK	 
USER	Pokemon API Test	START	1720739027050
USER	Pokemon API Test	END	1720739027051
USER	Pokemon API Test	START	1720739027051
REQUEST		Get Pikachu	1720739027030	1720739027055	OK	 
USER	Pokemon API Test	END	1720739027065
USER	Pokemon API Test	START	1720739027065
REQUEST		Get Pikachu	1720739027038	1720739027070	OK	 
REQUEST		Get Pikachu	1720739027052	1720739027072	OK	 
USER	Pokemon API Test	END	1720739027073
USER	Pokemon API Test	END	1720739027073
USER	Pokemon API Test	START	1720739027073
USER	Pokemon API Test	START	1720739027075
REQUEST		Get Pikachu	1720739027038	1720739027073	OK	 
REQUEST		Get Pikachu	1720739027015	1720739027074	OK	 
USER	Pokemon API Test	END	1720739027082
USER	Pokemon API Test	START	1720739027082
REQUEST		Get Pikachu	1720739027039	1720739027084	OK	 
REQUEST		Get Pikachu	1720739027039	1720739027089	OK	 
USER	Pokemon API Test	END	1720739027096
USER	Pokemon API Test	END	1720739027096
USER	Pokemon API Test	END	1720739027096
USER	Pokemon API Test	START	1720739027096
USER	Pokemon API Test	START	1720739027096
USER	Pokemon API Test	START	1720739027100
REQUEST		Get Pikachu	1720739027038	1720739027102	OK	 
USER	Pokemon API Test	END	1720739027108
USER	Pokemon API Test	START	1720739027108
REQUEST		Get Pikachu	1720739027047	1720739027107	OK	 
USER	Pokemon API Test	END	1720739027111
USER	Pokemon API Test	START	1720739027111
REQUEST		Get Pikachu	1720739027051	1720739027109	OK	 
REQUEST		Get Pikachu	1720739027074	1720739027118	OK	 
USER	Pokemon API Test	END	1720739027125
REQUEST		Get Pikachu	1720739027083	1720739027122	OK	 
REQUEST		Get Pikachu	1720739027065	1720739027125	OK	 
USER	Pokemon API Test	START	1720739027130
USER	Pokemon API Test	END	1720739027131
USER	Pokemon API Test	END	1720739027133
REQUEST		Get Pikachu	1720739027100	1720739027132	OK	 
USER	Pokemon API Test	END	1720739027133
USER	Pokemon API Test	START	1720739027133
USER	Pokemon API Test	END	1720739027133
USER	Pokemon API Test	START	1720739027133
USER	Pokemon API Test	START	1720739027134
REQUEST		Get Pikachu	1720739027100	1720739027140	OK	 
USER	Pokemon API Test	END	1720739027144
USER	Pokemon API Test	START	1720739027144
USER	Pokemon API Test	START	1720739027144
REQUEST		Get Pikachu	1720739027109	1720739027146	OK	 
USER	Pokemon API Test	END	1720739027151
USER	Pokemon API Test	START	1720739027151
REQUEST		Get Pikachu	1720739027076	1720739027149	OK	 
USER	Pokemon API Test	END	1720739027154
USER	Pokemon API Test	START	1720739027154
REQUEST		Get Pikachu	1720739027111	1720739027161	OK	 
USER	Pokemon API Test	END	1720739027165
USER	Pokemon API Test	START	1720739027165
REQUEST		Get Pikachu	1720739027145	1720739027167	OK	 
USER	Pokemon API Test	END	1720739027168
USER	Pokemon API Test	START	1720739027172
REQUEST		Get Pikachu	1720739027101	1720739027180	OK	 
USER	Pokemon API Test	END	1720739027187
REQUEST		Get Pikachu	1720739027133	1720739027187	OK	 
REQUEST		Get Pikachu	1720739027131	1720739027192	OK	 
REQUEST		Get Pikachu	1720739027137	1720739027192	OK	 
USER	Pokemon API Test	END	1720739027204
USER	Pokemon API Test	END	1720739027204
USER	Pokemon API Test	END	1720739027204
USER	Pokemon API Test	START	1720739027204
USER	Pokemon API Test	START	1720739027204
REQUEST		Get Pikachu	1720739027133	1720739027204	OK	 
USER	Pokemon API Test	START	1720739027215
USER	Pokemon API Test	START	1720739027224
USER	Pokemon API Test	END	1720739027224
REQUEST		Get Pikachu	1720739027152	1720739027219	OK	 
REQUEST		Get Pikachu	1720739027154	1720739027227	OK	 
REQUEST		Get Pikachu	1720739027166	1720739027232	OK	 
USER	Pokemon API Test	START	1720739027243
USER	Pokemon API Test	END	1720739027243
REQUEST		Get Pikachu	1720739027145	1720739027238	OK	 
USER	Pokemon API Test	END	1720739027245
USER	Pokemon API Test	START	1720739027246
USER	Pokemon API Test	END	1720739027246
USER	Pokemon API Test	END	1720739027247
USER	Pokemon API Test	START	1720739027247
USER	Pokemon API Test	START	1720739027250
USER	Pokemon API Test	START	1720739027250
REQUEST		Get Pikachu	1720739027205	1720739027257	OK	 
USER	Pokemon API Test	END	1720739027259
USER	Pokemon API Test	START	1720739027259
REQUEST		Get Pikachu	1720739027215	1720739027267	OK	 
REQUEST		Get Pikachu	1720739027216	1720739027271	OK	 
USER	Pokemon API Test	END	1720739027279
USER	Pokemon API Test	END	1720739027279
USER	Pokemon API Test	START	1720739027279
USER	Pokemon API Test	START	1720739027279
REQUEST		Get Pikachu	1720739027173	1720739027283	OK	 
REQUEST		Get Pikachu	1720739027244	1720739027287	OK	 
USER	Pokemon API Test	END	1720739027291
REQUEST		Get Pikachu	1720739027250	1720739027291	OK	 
USER	Pokemon API Test	END	1720739027295
USER	Pokemon API Test	START	1720739027295
USER	Pokemon API Test	START	1720739027296
USER	Pokemon API Test	END	1720739027297
USER	Pokemon API Test	START	1720739027298
REQUEST		Get Pikachu	1720739027247	1720739027295	OK	 
REQUEST		Get Pikachu	1720739027259	1720739027298	OK	 
REQUEST		Get Pikachu	1720739027246	1720739027313	OK	 
REQUEST		Get Pikachu	1720739027243	1720739027292	OK	 
USER	Pokemon API Test	END	1720739027315
USER	Pokemon API Test	END	1720739027315
USER	Pokemon API Test	END	1720739027315
USER	Pokemon API Test	END	1720739027315
USER	Pokemon API Test	START	1720739027315
USER	Pokemon API Test	START	1720739027315
USER	Pokemon API Test	START	1720739027316
REQUEST		Get Pikachu	1720739027251	1720739027317	OK	 
REQUEST		Get Pikachu	1720739027280	1720739027323	OK	 
USER	Pokemon API Test	END	1720739027324
USER	Pokemon API Test	START	1720739027324
USER	Pokemon API Test	END	1720739027325
USER	Pokemon API Test	START	1720739027325
USER	Pokemon API Test	START	1720739027325
REQUEST		Get Pikachu	1720739027321	1720739027342	OK	 
USER	Pokemon API Test	END	1720739027344
REQUEST		Get Pikachu	1720739027325	1720739027345	OK	 
USER	Pokemon API Test	END	1720739027346
REQUEST		Get Pikachu	1720739027282	1720739027343	OK	 
USER	Pokemon API Test	END	1720739027347
USER	Pokemon API Test	START	1720739027347
REQUEST		Get Pikachu	1720739027316	1720739027348	OK	 
REQUEST		Get Pikachu	1720739027296	1720739027352	OK	 
USER	Pokemon API Test	START	1720739027356
USER	Pokemon API Test	END	1720739027357
USER	Pokemon API Test	END	1720739027357
USER	Pokemon API Test	START	1720739027357
USER	Pokemon API Test	START	1720739027357
REQUEST		Get Pikachu	1720739027298	1720739027357	OK	 
USER	Pokemon API Test	END	1720739027360
USER	Pokemon API Test	START	1720739027360
REQUEST		Get Pikachu	1720739027297	1720739027347	OK	 
USER	Pokemon API Test	END	1720739027361
USER	Pokemon API Test	START	1720739027362
USER	Pokemon API Test	START	1720739027365
REQUEST		Get Pikachu	1720739027316	1720739027365	OK	 
USER	Pokemon API Test	END	1720739027369
REQUEST		Get Pikachu	1720739027324	1720739027372	OK	 
USER	Pokemon API Test	END	1720739027377
USER	Pokemon API Test	START	1720739027377
REQUEST		Get Pikachu	1720739027347	1720739027379	OK	 
USER	Pokemon API Test	END	1720739027382
USER	Pokemon API Test	START	1720739027382
REQUEST		Get Pikachu	1720739027325	1720739027371	OK	 
REQUEST		Get Pikachu	1720739027357	1720739027395	OK	 
USER	Pokemon API Test	END	1720739027399
USER	Pokemon API Test	START	1720739027400
USER	Pokemon API Test	END	1720739027400
USER	Pokemon API Test	START	1720739027400
REQUEST		Get Pikachu	1720739027362	1720739027391	OK	 
USER	Pokemon API Test	END	1720739027401
USER	Pokemon API Test	START	1720739027401
REQUEST		Get Pikachu	1720739027361	1720739027400	OK	 
USER	Pokemon API Test	END	1720739027403
USER	Pokemon API Test	START	1720739027404
REQUEST		Get Pikachu	1720739027364	1720739027397	OK	 
USER	Pokemon API Test	END	1720739027412
USER	Pokemon API Test	START	1720739027412
REQUEST		Get Pikachu	1720739027376	1720739027409	OK	 
REQUEST		Get Pikachu	1720739027358	1720739027414	OK	 
USER	Pokemon API Test	END	1720739027418
USER	Pokemon API Test	START	1720739027418
USER	Pokemon API Test	END	1720739027419
USER	Pokemon API Test	START	1720739027420
REQUEST		Get Pikachu	1720739027400	1720739027422	OK	 
REQUEST		Get Pikachu	1720739027383	1720739027411	OK	 
USER	Pokemon API Test	END	1720739027423
USER	Pokemon API Test	END	1720739027423
USER	Pokemon API Test	START	1720739027423
USER	Pokemon API Test	START	1720739027423
REQUEST		Get Pikachu	1720739027404	1720739027441	OK	 
REQUEST		Get Pikachu	1720739027401	1720739027437	OK	 
USER	Pokemon API Test	END	1720739027446
USER	Pokemon API Test	START	1720739027446
USER	Pokemon API Test	END	1720739027447
USER	Pokemon API Test	START	1720739027447
REQUEST		Get Pikachu	1720739027412	1720739027442	OK	 
USER	Pokemon API Test	END	1720739027449
REQUEST		Get Pikachu	1720739027378	1720739027431	OK	 
USER	Pokemon API Test	END	1720739027449
USER	Pokemon API Test	START	1720739027451
USER	Pokemon API Test	START	1720739027451
REQUEST		Get Pikachu	1720739027418	1720739027450	OK	 
USER	Pokemon API Test	END	1720739027452
REQUEST		Get Pikachu	1720739027405	1720739027448	OK	 
REQUEST		Get Pikachu	1720739027431	1720739027455	OK	 
USER	Pokemon API Test	START	1720739027461
USER	Pokemon API Test	END	1720739027461
USER	Pokemon API Test	START	1720739027462
USER	Pokemon API Test	END	1720739027462
USER	Pokemon API Test	START	1720739027462
REQUEST		Get Pikachu	1720739027421	1720739027459	OK	 
USER	Pokemon API Test	END	1720739027465
USER	Pokemon API Test	START	1720739027465
USER	Pokemon API Test	START	1720739027469
REQUEST		Get Pikachu	1720739027423	1720739027468	OK	 
USER	Pokemon API Test	END	1720739027473
USER	Pokemon API Test	START	1720739027473
REQUEST		Get Pikachu	1720739027461	1720739027487	OK	 
REQUEST		Get Pikachu	1720739027451	1720739027487	OK	 
REQUEST		Get Pikachu	1720739027463	1720739027491	OK	 
USER	Pokemon API Test	END	1720739027492
USER	Pokemon API Test	START	1720739027492
USER	Pokemon API Test	END	1720739027493
USER	Pokemon API Test	START	1720739027493
REQUEST		Get Pikachu	1720739027451	1720739027491	OK	 
USER	Pokemon API Test	END	1720739027498
USER	Pokemon API Test	START	1720739027498
USER	Pokemon API Test	END	1720739027500
USER	Pokemon API Test	START	1720739027500
REQUEST		Get Pikachu	1720739027463	1720739027505	OK	 
REQUEST		Get Pikachu	1720739027462	1720739027502	OK	 
USER	Pokemon API Test	END	1720739027505
REQUEST		Get Pikachu	1720739027466	1720739027506	OK	 
USER	Pokemon API Test	END	1720739027510
USER	Pokemon API Test	START	1720739027510
USER	Pokemon API Test	START	1720739027511
REQUEST		Get Pikachu	1720739027447	1720739027510	OK	 
USER	Pokemon API Test	END	1720739027515
USER	Pokemon API Test	END	1720739027515
USER	Pokemon API Test	START	1720739027516
USER	Pokemon API Test	START	1720739027519
REQUEST		Get Pikachu	1720739027474	1720739027521	OK	 
USER	Pokemon API Test	END	1720739027525
REQUEST		Get Pikachu	1720739027469	1720739027522	OK	 
USER	Pokemon API Test	END	1720739027526
USER	Pokemon API Test	START	1720739027526
REQUEST		Get Pikachu	1720739027492	1720739027529	OK	 
USER	Pokemon API Test	START	1720739027534
USER	Pokemon API Test	END	1720739027535
USER	Pokemon API Test	START	1720739027536
REQUEST		Get Pikachu	1720739027493	1720739027537	OK	 
USER	Pokemon API Test	END	1720739027541
USER	Pokemon API Test	START	1720739027542
REQUEST		Get Pikachu	1720739027498	1720739027547	OK	 
USER	Pokemon API Test	END	1720739027551
REQUEST		Get Pikachu	1720739027502	1720739027548	OK	 
USER	Pokemon API Test	END	1720739027556
REQUEST		Get Pikachu	1720739027517	1720739027556	OK	 
USER	Pokemon API Test	START	1720739027556
USER	Pokemon API Test	END	1720739027556
USER	Pokemon API Test	START	1720739027557
REQUEST		Get Pikachu	1720739027511	1720739027558	OK	 
USER	Pokemon API Test	END	1720739027562
USER	Pokemon API Test	START	1720739027571
REQUEST		Get Pikachu	1720739027510	1720739027569	OK	 
USER	Pokemon API Test	START	1720739027573
REQUEST		Get Pikachu	1720739027519	1720739027578	OK	 
USER	Pokemon API Test	END	1720739027587
USER	Pokemon API Test	END	1720739027596
REQUEST		Get Pikachu	1720739027542	1720739027596	OK	 
USER	Pokemon API Test	END	1720739027597
REQUEST		Get Pikachu	1720739027536	1720739027591	OK	 
USER	Pokemon API Test	END	1720739027598
USER	Pokemon API Test	START	1720739027598
REQUEST		Get Pikachu	1720739027535	1720739027582	OK	 
USER	Pokemon API Test	END	1720739027599
USER	Pokemon API Test	START	1720739027599
REQUEST		Get Pikachu	1720739027557	1720739027596	OK	 
USER	Pokemon API Test	END	1720739027600
USER	Pokemon API Test	START	1720739027600
USER	Pokemon API Test	START	1720739027601
USER	Pokemon API Test	START	1720739027602
REQUEST		Get Pikachu	1720739027541	1720739027588	OK	 
USER	Pokemon API Test	END	1720739027604
USER	Pokemon API Test	START	1720739027604
USER	Pokemon API Test	START	1720739027604
REQUEST		Get Pikachu	1720739027556	1720739027612	OK	 
USER	Pokemon API Test	END	1720739027616
USER	Pokemon API Test	START	1720739027616
REQUEST		Get Pikachu	1720739027571	1720739027621	OK	 
USER	Pokemon API Test	END	1720739027631
USER	Pokemon API Test	START	1720739027631
REQUEST		Get Pikachu	1720739027604	1720739027633	OK	 
USER	Pokemon API Test	END	1720739027634
USER	Pokemon API Test	START	1720739027634
REQUEST		Get Pikachu	1720739027598	1720739027635	OK	 
REQUEST		Get Pikachu	1720739027573	1720739027637	OK	 
REQUEST		Get Pikachu	1720739027600	1720739027642	OK	 
REQUEST		Get Pikachu	1720739027602	1720739027642	OK	 
USER	Pokemon API Test	END	1720739027658
USER	Pokemon API Test	END	1720739027659
USER	Pokemon API Test	START	1720739027660
USER	Pokemon API Test	END	1720739027660
USER	Pokemon API Test	START	1720739027660
REQUEST		Get Pikachu	1720739027599	1720739027662	OK	 
USER	Pokemon API Test	END	1720739027665
USER	Pokemon API Test	START	1720739027666
USER	Pokemon API Test	START	1720739027672
REQUEST		Get Pikachu	1720739027605	1720739027674	OK	 
USER	Pokemon API Test	END	1720739027683
USER	Pokemon API Test	START	1720739027683
REQUEST		Get Pikachu	1720739027617	1720739027680	OK	 
USER	Pokemon API Test	END	1720739027685
REQUEST		Get Pikachu	1720739027631	1720739027686	OK	 
USER	Pokemon API Test	START	1720739027692
USER	Pokemon API Test	END	1720739027692
REQUEST		Get Pikachu	1720739027661	1720739027699	OK	 
USER	Pokemon API Test	START	1720739027705
USER	Pokemon API Test	END	1720739027705
USER	Pokemon API Test	END	1720739027708
USER	Pokemon API Test	START	1720739027708
USER	Pokemon API Test	START	1720739027708
REQUEST		Get Pikachu	1720739027634	1720739027713	OK	 
USER	Pokemon API Test	END	1720739027717
USER	Pokemon API Test	START	1720739027717
REQUEST		Get Pikachu	1720739027692	1720739027723	OK	 
USER	Pokemon API Test	END	1720739027724
REQUEST		Get Pikachu	1720739027666	1720739027716	OK	 
USER	Pokemon API Test	END	1720739027725
USER	Pokemon API Test	START	1720739027725
USER	Pokemon API Test	START	1720739027725
REQUEST		Get Pikachu	1720739027660	1720739027730	OK	 
USER	Pokemon API Test	END	1720739027731
REQUEST		Get Pikachu	1720739027691	1720739027729	OK	 
USER	Pokemon API Test	END	1720739027734
USER	Pokemon API Test	START	1720739027734
USER	Pokemon API Test	START	1720739027734
REQUEST		Get Pikachu	1720739027708	1720739027746	OK	 
REQUEST		Get Pikachu	1720739027708	1720739027747	OK	 
REQUEST		Get Pikachu	1720739027683	1720739027746	OK	 
USER	Pokemon API Test	END	1720739027751
USER	Pokemon API Test	END	1720739027752
USER	Pokemon API Test	END	1720739027752
USER	Pokemon API Test	START	1720739027752
USER	Pokemon API Test	START	1720739027752
REQUEST		Get Pikachu	1720739027717	1720739027744	OK	 
USER	Pokemon API Test	END	1720739027753
USER	Pokemon API Test	START	1720739027754
USER	Pokemon API Test	START	1720739027758
REQUEST		Get Pikachu	1720739027709	1720739027753	OK	 
REQUEST		Get Pikachu	1720739027725	1720739027758	OK	 
USER	Pokemon API Test	END	1720739027763
REQUEST		Get Pikachu	1720739027734	1720739027762	OK	 
USER	Pokemon API Test	START	1720739027774
USER	Pokemon API Test	END	1720739027774
REQUEST		Get Pikachu	1720739027734	1720739027769	OK	 
REQUEST		Get Pikachu	1720739027726	1720739027775	OK	 
USER	Pokemon API Test	START	1720739027780
USER	Pokemon API Test	END	1720739027786
USER	Pokemon API Test	END	1720739027786
USER	Pokemon API Test	END	1720739027786
REQUEST		Get Pikachu	1720739027603	1720739027785	OK	 
USER	Pokemon API Test	START	1720739027790
USER	Pokemon API Test	START	1720739027791
REQUEST		Get Pikachu	1720739027752	1720739027791	OK	 
USER	Pokemon API Test	END	1720739027792
USER	Pokemon API Test	START	1720739027792
USER	Pokemon API Test	END	1720739027794
USER	Pokemon API Test	START	1720739027794
USER	Pokemon API Test	START	1720739027795
REQUEST		Get Pikachu	1720739027754	1720739027792	OK	 
USER	Pokemon API Test	END	1720739027796
USER	Pokemon API Test	START	1720739027797
REQUEST		Get Pikachu	1720739027752	1720739027799	OK	 
USER	Pokemon API Test	END	1720739027810
USER	Pokemon API Test	START	1720739027811
REQUEST		Get Pikachu	1720739027758	1720739027813	OK	 
USER	Pokemon API Test	END	1720739027821
REQUEST		Get Pikachu	1720739027780	1720739027821	OK	 
REQUEST		Get Pikachu	1720739027790	1720739027824	OK	 
USER	Pokemon API Test	END	1720739027825
USER	Pokemon API Test	END	1720739027825
USER	Pokemon API Test	START	1720739027826
REQUEST		Get Pikachu	1720739027797	1720739027828	OK	 
USER	Pokemon API Test	END	1720739027829
USER	Pokemon API Test	START	1720739027830
REQUEST		Get Pikachu	1720739027791	1720739027825	OK	 
USER	Pokemon API Test	END	1720739027831
USER	Pokemon API Test	START	1720739027831
USER	Pokemon API Test	START	1720739027833
REQUEST		Get Pikachu	1720739027784	1720739027834	OK	 
USER	Pokemon API Test	END	1720739027838
USER	Pokemon API Test	START	1720739027838
REQUEST		Get Pikachu	1720739027794	1720739027839	OK	 
USER	Pokemon API Test	END	1720739027844
USER	Pokemon API Test	START	1720739027844
REQUEST		Get Pikachu	1720739027795	1720739027841	OK	 
USER	Pokemon API Test	END	1720739027845
USER	Pokemon API Test	START	1720739027846
USER	Pokemon API Test	START	1720739027846
REQUEST		Get Pikachu	1720739027811	1720739027851	OK	 
USER	Pokemon API Test	END	1720739027855
USER	Pokemon API Test	START	1720739027856
REQUEST		Get Pikachu	1720739027847	1720739027870	OK	 
USER	Pokemon API Test	END	1720739027871
USER	Pokemon API Test	START	1720739027872
REQUEST		Get Pikachu	1720739027795	1720739027857	OK	 
USER	Pokemon API Test	END	1720739027875
REQUEST		Get Pikachu	1720739027826	1720739027873	OK	 
USER	Pokemon API Test	END	1720739027878
USER	Pokemon API Test	START	1720739027879
REQUEST		Get Pikachu	1720739027839	1720739027879	OK	 
REQUEST		Get Pikachu	1720739027833	1720739027868	OK	 
REQUEST		Get Pikachu	1720739027839	1720739027893	OK	 
USER	Pokemon API Test	END	1720739027901
REQUEST		Get Pikachu	1720739027844	1720739027898	OK	 
USER	Pokemon API Test	END	1720739027902
USER	Pokemon API Test	START	1720739027902
REQUEST		Get Pikachu	1720739027846	1720739027903	OK	 
USER	Pokemon API Test	END	1720739027906
USER	Pokemon API Test	START	1720739027907
USER	Pokemon API Test	START	1720739027908
USER	Pokemon API Test	START	1720739027910
USER	Pokemon API Test	END	1720739027911
USER	Pokemon API Test	END	1720739027911
USER	Pokemon API Test	START	1720739027911
USER	Pokemon API Test	START	1720739027912
REQUEST		Get Pikachu	1720739027830	1720739027909	OK	 
USER	Pokemon API Test	END	1720739027914
USER	Pokemon API Test	START	1720739027914
REQUEST		Get Pikachu	1720739027857	1720739027920	OK	 
USER	Pokemon API Test	END	1720739027921
USER	Pokemon API Test	START	1720739027924
REQUEST		Get Pikachu	1720739027872	1720739027920	OK	 
USER	Pokemon API Test	END	1720739027925
USER	Pokemon API Test	START	1720739027925
REQUEST		Get Pikachu	1720739027879	1720739027928	OK	 
USER	Pokemon API Test	END	1720739027932
USER	Pokemon API Test	START	1720739027933
REQUEST		Get Pikachu	1720739027909	1720739027934	OK	 
USER	Pokemon API Test	END	1720739027936
USER	Pokemon API Test	START	1720739027936
REQUEST		Get Pikachu	1720739027910	1720739027936	OK	 
USER	Pokemon API Test	END	1720739027942
USER	Pokemon API Test	START	1720739027951
REQUEST		Get Pikachu	1720739027912	1720739027949	OK	 
USER	Pokemon API Test	END	1720739027956
USER	Pokemon API Test	START	1720739027956
REQUEST		Get Pikachu	1720739027915	1720739027954	OK	 
USER	Pokemon API Test	END	1720739027958
REQUEST		Get Pikachu	1720739027908	1720739027958	OK	 
USER	Pokemon API Test	END	1720739027962
USER	Pokemon API Test	START	1720739027962
REQUEST		Get Pikachu	1720739027924	1720739027965	OK	 
USER	Pokemon API Test	END	1720739027966
USER	Pokemon API Test	START	1720739027966
REQUEST		Get Pikachu	1720739027912	1720739027967	OK	 
USER	Pokemon API Test	END	1720739027972
USER	Pokemon API Test	START	1720739027972
REQUEST		Get Pikachu	1720739027925	1720739027974	OK	 
REQUEST		Get Pikachu	1720739027911	1720739027974	OK	 
USER	Pokemon API Test	END	1720739027985
USER	Pokemon API Test	START	1720739027988
USER	Pokemon API Test	START	1720739027988
USER	Pokemon API Test	END	1720739027988
USER	Pokemon API Test	START	1720739027996
REQUEST		Get Pikachu	1720739027956	1720739027997	OK	 
USER	Pokemon API Test	END	1720739027998
REQUEST		Get Pikachu	1720739027933	1720739027989	OK	 
REQUEST		Get Pikachu	1720739027951	1720739027991	OK	 
USER	Pokemon API Test	END	1720739027999
USER	Pokemon API Test	START	1720739027999
USER	Pokemon API Test	END	1720739028000
USER	Pokemon API Test	START	1720739028000
USER	Pokemon API Test	START	1720739028001
REQUEST		Get Pikachu	1720739027967	1720739028006	OK	 
USER	Pokemon API Test	END	1720739028013
USER	Pokemon API Test	START	1720739028013
REQUEST		Get Pikachu	1720739027936	1720739028011	OK	 
USER	Pokemon API Test	END	1720739028016
USER	Pokemon API Test	START	1720739028016
REQUEST		Get Pikachu	1720739027967	1720739028017	OK	 
USER	Pokemon API Test	END	1720739028021
USER	Pokemon API Test	START	1720739028022
REQUEST		Get Pikachu	1720739027995	1720739028023	OK	 
USER	Pokemon API Test	END	1720739028024
USER	Pokemon API Test	START	1720739028024
REQUEST		Get Pikachu	1720739027974	1720739028024	OK	 
USER	Pokemon API Test	END	1720739028030
USER	Pokemon API Test	START	1720739028030
REQUEST		Get Pikachu	1720739028002	1720739028032	OK	 
REQUEST		Get Pikachu	1720739028014	1720739028050	OK	 
USER	Pokemon API Test	END	1720739028051
USER	Pokemon API Test	END	1720739028051
USER	Pokemon API Test	START	1720739028052
REQUEST		Get Pikachu	1720739027999	1720739028053	OK	 
REQUEST		Get Pikachu	1720739028001	1720739028053	OK	 
USER	Pokemon API Test	END	1720739028059
USER	Pokemon API Test	START	1720739028061
USER	Pokemon API Test	END	1720739028061
USER	Pokemon API Test	START	1720739028061
REQUEST		Get Pikachu	1720739027996	1720739028060	OK	 
REQUEST		Get Pikachu	1720739028001	1720739028093	OK	 
REQUEST		Get Pikachu	1720739028024	1720739028100	OK	 
USER	Pokemon API Test	END	1720739028105
USER	Pokemon API Test	END	1720739028105
USER	Pokemon API Test	START	1720739028106
USER	Pokemon API Test	START	1720739028106
USER	Pokemon API Test	END	1720739028108
USER	Pokemon API Test	START	1720739028108
USER	Pokemon API Test	START	1720739028109
REQUEST		Get Pikachu	1720739028022	1720739028113	OK	 
USER	Pokemon API Test	END	1720739028124
REQUEST		Get Pikachu	1720739028017	1720739028112	OK	 
USER	Pokemon API Test	END	1720739028126
REQUEST		Get Pikachu	1720739028031	1720739028116	OK	 
USER	Pokemon API Test	END	1720739028127
USER	Pokemon API Test	START	1720739028127
USER	Pokemon API Test	START	1720739028127
USER	Pokemon API Test	START	1720739028128
REQUEST		Get Pikachu	1720739028061	1720739028121	OK	 
USER	Pokemon API Test	END	1720739028129
REQUEST		Get Pikachu	1720739028052	1720739028129	OK	 
USER	Pokemon API Test	START	1720739028129
USER	Pokemon API Test	END	1720739028130
USER	Pokemon API Test	START	1720739028130
REQUEST		Get Pikachu	1720739028109	1720739028138	OK	 
USER	Pokemon API Test	END	1720739028139
USER	Pokemon API Test	START	1720739028139
REQUEST		Get Pikachu	1720739028107	1720739028146	OK	 
USER	Pokemon API Test	END	1720739028151
USER	Pokemon API Test	START	1720739028151
REQUEST		Get Pikachu	1720739028062	1720739028149	OK	 
USER	Pokemon API Test	END	1720739028156
USER	Pokemon API Test	START	1720739028156
REQUEST		Get Pikachu	1720739028106	1720739028163	OK	 
