RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720738818276	 	3.11.3
REQUEST		Get Pikachu	1720738822248	1720738822310	OK	 
USER	Pokemon API Test	START	1720738822316
USER	Pokemon API Test	START	1720738822316
USER	Pokemon API Test	START	1720738822318
REQUEST		Get Pikachu	1720738822294	1720738822319	OK	 
USER	Pokemon API Test	END	1720738822324
USER	Pokemon API Test	END	1720738822324
USER	Pokemon API Test	START	1720738822324
REQUEST		Get Pikachu	1720738822245	1720738822319	OK	 
USER	Pokemon API Test	END	1720738822325
USER	Pokemon API Test	START	1720738822325
REQUEST		Get Pikachu	1720738822259	1720738822326	OK	 
REQUEST		Get Pikachu	1720738822289	1720738822326	OK	 
USER	Pokemon API Test	END	1720738822330
USER	Pokemon API Test	START	1720738822331
USER	Pokemon API Test	END	1720738822331
USER	Pokemon API Test	START	1720738822331
USER	Pokemon API Test	END	1720738822332
USER	Pokemon API Test	START	1720738822332
USER	Pokemon API Test	START	1720738822333
REQUEST		Get Pikachu	1720738822316	1720738822343	OK	 
USER	Pokemon API Test	END	1720738822345
USER	Pokemon API Test	START	1720738822345
REQUEST		Get Pikachu	1720738822302	1720738822342	OK	 
USER	Pokemon API Test	END	1720738822350
REQUEST		Get Pikachu	1720738822325	1720738822347	OK	 
REQUEST		Get Pikachu	1720738822316	1720738822348	OK	 
REQUEST		Get Pikachu	1720738822331	1720738822354	OK	 
USER	Pokemon API Test	END	1720738822354
USER	Pokemon API Test	END	1720738822355
USER	Pokemon API Test	START	1720738822355
USER	Pokemon API Test	START	1720738822355
USER	Pokemon API Test	START	1720738822355
USER	Pokemon API Test	END	1720738822364
REQUEST		Get Pikachu	1720738822331	1720738822359	OK	 
USER	Pokemon API Test	START	1720738822365
REQUEST		Get Pikachu	1720738822324	1720738822368	OK	 
USER	Pokemon API Test	END	1720738822376
USER	Pokemon API Test	START	1720738822376
REQUEST		Get Pikachu	1720738822332	1720738822373	OK	 
USER	Pokemon API Test	END	1720738822377
REQUEST		Get Pikachu	1720738822345	1720738822376	OK	 
USER	Pokemon API Test	END	1720738822380
USER	Pokemon API Test	START	1720738822380
USER	Pokemon API Test	END	1720738822384
USER	Pokemon API Test	START	1720738822384
REQUEST		Get Pikachu	1720738822323	1720738822373	OK	 
USER	Pokemon API Test	END	1720738822385
USER	Pokemon API Test	START	1720738822385
USER	Pokemon API Test	START	1720738822386
REQUEST		Get Pikachu	1720738822365	1720738822397	OK	 
REQUEST		Get Pikachu	1720738822385	1720738822400	OK	 
USER	Pokemon API Test	END	1720738822401
USER	Pokemon API Test	END	1720738822401
USER	Pokemon API Test	START	1720738822401
USER	Pokemon API Test	START	1720738822402
REQUEST		Get Pikachu	1720738822355	1720738822402	OK	 
USER	Pokemon API Test	END	1720738822403
USER	Pokemon API Test	START	1720738822403
REQUEST		Get Pikachu	1720738822334	1720738822389	OK	 
USER	Pokemon API Test	END	1720738822405
REQUEST		Get Pikachu	1720738822364	1720738822404	OK	 
REQUEST		Get Pikachu	1720738822372	1720738822411	OK	 
REQUEST		Get Pikachu	1720738822376	1720738822417	OK	 
USER	Pokemon API Test	START	1720738822422
USER	Pokemon API Test	END	1720738822423
USER	Pokemon API Test	END	1720738822423
USER	Pokemon API Test	END	1720738822423
USER	Pokemon API Test	START	1720738822423
USER	Pokemon API Test	START	1720738822423
USER	Pokemon API Test	START	1720738822423
REQUEST		Get Pikachu	1720738822386	1720738822425	OK	 
USER	Pokemon API Test	END	1720738822430
USER	Pokemon API Test	START	1720738822431
REQUEST		Get Pikachu	1720738822381	1720738822427	OK	 
REQUEST		Get Pikachu	1720738822404	1720738822444	OK	 
REQUEST		Get Pikachu	1720738822403	1720738822447	OK	 
USER	Pokemon API Test	END	1720738822452
USER	Pokemon API Test	END	1720738822452
USER	Pokemon API Test	END	1720738822452
USER	Pokemon API Test	START	1720738822456
USER	Pokemon API Test	START	1720738822456
REQUEST		Get Pikachu	1720738822423	1720738822460	OK	 
USER	Pokemon API Test	END	1720738822469
REQUEST		Get Pikachu	1720738822422	1720738822466	OK	 
USER	Pokemon API Test	END	1720738822471
USER	Pokemon API Test	START	1720738822472
REQUEST		Get Pikachu	1720738822402	1720738822469	OK	 
USER	Pokemon API Test	END	1720738822473
USER	Pokemon API Test	START	1720738822474
USER	Pokemon API Test	START	1720738822474
USER	Pokemon API Test	START	1720738822474
REQUEST		Get Pikachu	1720738822387	1720738822474	OK	 
USER	Pokemon API Test	END	1720738822479
USER	Pokemon API Test	START	1720738822484
REQUEST		Get Pikachu	1720738822423	1720738822478	OK	 
REQUEST		Get Pikachu	1720738822452	1720738822492	OK	 
USER	Pokemon API Test	END	1720738822493
USER	Pokemon API Test	START	1720738822493
REQUEST		Get Pikachu	1720738822423	1720738822488	OK	 
USER	Pokemon API Test	END	1720738822495
USER	Pokemon API Test	START	1720738822495
USER	Pokemon API Test	END	1720738822503
REQUEST		Get Pikachu	1720738822472	1720738822504	OK	 
USER	Pokemon API Test	START	1720738822510
REQUEST		Get Pikachu	1720738822457	1720738822510	OK	 
REQUEST		Get Pikachu	1720738822474	1720738822516	OK	 
USER	Pokemon API Test	END	1720738822523
REQUEST		Get Pikachu	1720738822458	1720738822524	OK	 
REQUEST		Get Pikachu	1720738822486	1720738822545	OK	 
USER	Pokemon API Test	END	1720738822546
USER	Pokemon API Test	END	1720738822546
USER	Pokemon API Test	START	1720738822546
USER	Pokemon API Test	START	1720738822547
USER	Pokemon API Test	START	1720738822549
USER	Pokemon API Test	END	1720738822549
REQUEST		Get Pikachu	1720738822474	1720738822548	OK	 
USER	Pokemon API Test	END	1720738822553
USER	Pokemon API Test	START	1720738822553
USER	Pokemon API Test	END	1720738822559
USER	Pokemon API Test	START	1720738822559
REQUEST		Get Pikachu	1720738822485	1720738822559	OK	 
USER	Pokemon API Test	END	1720738822563
USER	Pokemon API Test	START	1720738822564
REQUEST		Get Pikachu	1720738822493	1720738822558	OK	 
USER	Pokemon API Test	END	1720738822565
USER	Pokemon API Test	START	1720738822565
USER	Pokemon API Test	START	1720738822565
REQUEST		Get Pikachu	1720738822496	1720738822573	OK	 
REQUEST		Get Pikachu	1720738822559	1720738822576	OK	 
USER	Pokemon API Test	END	1720738822577
USER	Pokemon API Test	END	1720738822577
USER	Pokemon API Test	START	1720738822578
USER	Pokemon API Test	START	1720738822578
REQUEST		Get Pikachu	1720738822547	1720738822580	OK	 
REQUEST		Get Pikachu	1720738822549	1720738822581	OK	 
USER	Pokemon API Test	END	1720738822598
USER	Pokemon API Test	START	1720738822598
REQUEST		Get Pikachu	1720738822522	1720738822599	OK	 
USER	Pokemon API Test	END	1720738822600
USER	Pokemon API Test	START	1720738822600
USER	Pokemon API Test	END	1720738822600
REQUEST		Get Pikachu	1720738822565	1720738822598	OK	 
REQUEST		Get Pikachu	1720738822553	1720738822588	OK	 
REQUEST		Get Pikachu	1720738822548	1720738822592	OK	 
USER	Pokemon API Test	END	1720738822603
USER	Pokemon API Test	START	1720738822604
USER	Pokemon API Test	END	1720738822605
USER	Pokemon API Test	START	1720738822605
USER	Pokemon API Test	START	1720738822606
REQUEST		Get Pikachu	1720738822565	1720738822602	OK	 
USER	Pokemon API Test	END	1720738822607
USER	Pokemon API Test	START	1720738822607
USER	Pokemon API Test	END	1720738822607
USER	Pokemon API Test	START	1720738822607
REQUEST		Get Pikachu	1720738822564	1720738822607	OK	 
USER	Pokemon API Test	END	1720738822613
USER	Pokemon API Test	START	1720738822613
REQUEST		Get Pikachu	1720738822579	1720738822618	OK	 
USER	Pokemon API Test	END	1720738822619
USER	Pokemon API Test	START	1720738822619
REQUEST		Get Pikachu	1720738822598	1720738822624	OK	 
USER	Pokemon API Test	END	1720738822630
USER	Pokemon API Test	START	1720738822641
REQUEST		Get Pikachu	1720738822606	1720738822641	OK	 
USER	Pokemon API Test	END	1720738822648
REQUEST		Get Pikachu	1720738822578	1720738822645	OK	 
USER	Pokemon API Test	END	1720738822650
REQUEST		Get Pikachu	1720738822604	1720738822651	OK	 
USER	Pokemon API Test	END	1720738822659
USER	Pokemon API Test	START	1720738822659
USER	Pokemon API Test	START	1720738822659
REQUEST		Get Pikachu	1720738822601	1720738822655	OK	 
USER	Pokemon API Test	END	1720738822660
REQUEST		Get Pikachu	1720738822608	1720738822655	OK	 
USER	Pokemon API Test	END	1720738822660
USER	Pokemon API Test	START	1720738822660
REQUEST		Get Pikachu	1720738822606	1720738822660	OK	 
USER	Pokemon API Test	END	1720738822664
USER	Pokemon API Test	START	1720738822664
REQUEST		Get Pikachu	1720738822619	1720738822662	OK	 
USER	Pokemon API Test	END	1720738822666
USER	Pokemon API Test	START	1720738822666
REQUEST		Get Pikachu	1720738822608	1720738822668	OK	 
USER	Pokemon API Test	END	1720738822673
USER	Pokemon API Test	START	1720738822673
USER	Pokemon API Test	START	1720738822673
REQUEST		Get Pikachu	1720738822613	1720738822665	OK	 
USER	Pokemon API Test	END	1720738822675
USER	Pokemon API Test	START	1720738822675
USER	Pokemon API Test	START	1720738822676
REQUEST		Get Pikachu	1720738822641	1720738822677	OK	 
USER	Pokemon API Test	END	1720738822678
USER	Pokemon API Test	START	1720738822678
REQUEST		Get Pikachu	1720738822667	1720738822687	OK	 
USER	Pokemon API Test	END	1720738822688
REQUEST		Get Pikachu	1720738822660	1720738822686	OK	 
USER	Pokemon API Test	END	1720738822695
REQUEST		Get Pikachu	1720738822660	1720738822688	OK	 
USER	Pokemon API Test	END	1720738822695
USER	Pokemon API Test	START	1720738822695
REQUEST		Get Pikachu	1720738822664	1720738822698	OK	 
USER	Pokemon API Test	END	1720738822702
USER	Pokemon API Test	START	1720738822702
REQUEST		Get Pikachu	1720738822673	1720738822699	OK	 
USER	Pokemon API Test	END	1720738822703
USER	Pokemon API Test	START	1720738822703
REQUEST		Get Pikachu	1720738822659	1720738822695	OK	 
USER	Pokemon API Test	END	1720738822704
USER	Pokemon API Test	START	1720738822705
USER	Pokemon API Test	START	1720738822705
USER	Pokemon API Test	START	1720738822705
REQUEST		Get Pikachu	1720738822678	1720738822702	OK	 
USER	Pokemon API Test	END	1720738822707
REQUEST		Get Pikachu	1720738822675	1720738822704	OK	 
USER	Pokemon API Test	END	1720738822720
USER	Pokemon API Test	START	1720738822720
REQUEST		Get Pikachu	1720738822673	1720738822721	OK	 
USER	Pokemon API Test	END	1720738822725
REQUEST		Get Pikachu	1720738822676	1720738822722	OK	 
USER	Pokemon API Test	END	1720738822726
USER	Pokemon API Test	START	1720738822726
USER	Pokemon API Test	START	1720738822728
USER	Pokemon API Test	START	1720738822728
REQUEST		Get Pikachu	1720738822696	1720738822737	OK	 
USER	Pokemon API Test	END	1720738822750
USER	Pokemon API Test	START	1720738822750
REQUEST		Get Pikachu	1720738822720	1720738822750	OK	 
USER	Pokemon API Test	END	1720738822752
USER	Pokemon API Test	START	1720738822753
REQUEST		Get Pikachu	1720738822721	1720738822752	OK	 
USER	Pokemon API Test	END	1720738822764
REQUEST		Get Pikachu	1720738822705	1720738822751	OK	 
USER	Pokemon API Test	END	1720738822764
USER	Pokemon API Test	START	1720738822765
REQUEST		Get Pikachu	1720738822703	1720738822746	OK	 
USER	Pokemon API Test	END	1720738822765
USER	Pokemon API Test	START	1720738822766
REQUEST		Get Pikachu	1720738822718	1720738822756	OK	 
USER	Pokemon API Test	END	1720738822767
USER	Pokemon API Test	START	1720738822768
USER	Pokemon API Test	START	1720738822769
REQUEST		Get Pikachu	1720738822731	1720738822768	OK	 
USER	Pokemon API Test	END	1720738822770
REQUEST		Get Pikachu	1720738822721	1720738822769	OK	 
USER	Pokemon API Test	END	1720738822773
USER	Pokemon API Test	START	1720738822773
USER	Pokemon API Test	START	1720738822774
REQUEST		Get Pikachu	1720738822728	1720738822779	OK	 
USER	Pokemon API Test	END	1720738822783
REQUEST		Get Pikachu	1720738822769	1720738822786	OK	 
USER	Pokemon API Test	END	1720738822787
USER	Pokemon API Test	START	1720738822787
REQUEST		Get Pikachu	1720738822726	1720738822784	OK	 
USER	Pokemon API Test	START	1720738822788
USER	Pokemon API Test	END	1720738822790
USER	Pokemon API Test	START	1720738822790
REQUEST		Get Pikachu	1720738822751	1720738822792	OK	 
USER	Pokemon API Test	END	1720738822796
USER	Pokemon API Test	START	1720738822796
REQUEST		Get Pikachu	1720738822766	1720738822797	OK	 
USER	Pokemon API Test	END	1720738822806
REQUEST		Get Pikachu	1720738822754	1720738822801	OK	 
USER	Pokemon API Test	START	1720738822806
USER	Pokemon API Test	END	1720738822806
USER	Pokemon API Test	START	1720738822806
REQUEST		Get Pikachu	1720738822788	1720738822810	OK	 
USER	Pokemon API Test	END	1720738822812
REQUEST		Get Pikachu	1720738822775	1720738822807	OK	 
REQUEST		Get Pikachu	1720738822773	1720738822812	OK	 
REQUEST		Get Pikachu	1720738822765	1720738822815	OK	 
REQUEST		Get Pikachu	1720738822788	1720738822820	OK	 
USER	Pokemon API Test	END	1720738822824
USER	Pokemon API Test	START	1720738822824
USER	Pokemon API Test	END	1720738822825
USER	Pokemon API Test	END	1720738822825
USER	Pokemon API Test	END	1720738822825
USER	Pokemon API Test	START	1720738822826
USER	Pokemon API Test	START	1720738822826
USER	Pokemon API Test	START	1720738822828
REQUEST		Get Pikachu	1720738822790	1720738822825	OK	 
USER	Pokemon API Test	END	1720738822834
USER	Pokemon API Test	START	1720738822834
REQUEST		Get Pikachu	1720738822777	1720738822829	OK	 
USER	Pokemon API Test	END	1720738822835
USER	Pokemon API Test	START	1720738822835
REQUEST		Get Pikachu	1720738822796	1720738822831	OK	 
USER	Pokemon API Test	START	1720738822837
USER	Pokemon API Test	END	1720738822839
USER	Pokemon API Test	START	1720738822839
REQUEST		Get Pikachu	1720738822807	1720738822840	OK	 
USER	Pokemon API Test	END	1720738822845
USER	Pokemon API Test	START	1720738822845
REQUEST		Get Pikachu	1720738822836	1720738822859	OK	 
USER	Pokemon API Test	END	1720738822860
REQUEST		Get Pikachu	1720738822806	1720738822860	OK	 
REQUEST		Get Pikachu	1720738822835	1720738822867	OK	 
REQUEST		Get Pikachu	1720738822834	1720738822866	OK	 
USER	Pokemon API Test	END	1720738822870
USER	Pokemon API Test	END	1720738822870
USER	Pokemon API Test	END	1720738822870
USER	Pokemon API Test	START	1720738822871
REQUEST		Get Pikachu	1720738822828	1720738822853	OK	 
USER	Pokemon API Test	END	1720738822872
USER	Pokemon API Test	START	1720738822872
REQUEST		Get Pikachu	1720738822826	1720738822850	OK	 
USER	Pokemon API Test	START	1720738822872
USER	Pokemon API Test	START	1720738822872
USER	Pokemon API Test	END	1720738822872
USER	Pokemon API Test	START	1720738822873
REQUEST		Get Pikachu	1720738822845	1720738822872	OK	 
USER	Pokemon API Test	END	1720738822876
REQUEST		Get Pikachu	1720738822827	1720738822866	OK	 
USER	Pokemon API Test	END	1720738822878
USER	Pokemon API Test	START	1720738822878
USER	Pokemon API Test	START	1720738822878
REQUEST		Get Pikachu	1720738822839	1720738822869	OK	 
USER	Pokemon API Test	END	1720738822882
USER	Pokemon API Test	START	1720738822883
REQUEST		Get Pikachu	1720738822841	1720738822880	OK	 
USER	Pokemon API Test	START	1720738822884
USER	Pokemon API Test	END	1720738822884
USER	Pokemon API Test	START	1720738822884
REQUEST		Get Pikachu	1720738822872	1720738822895	OK	 
USER	Pokemon API Test	END	1720738822896
USER	Pokemon API Test	START	1720738822896
REQUEST		Get Pikachu	1720738822878	1720738822898	OK	 
USER	Pokemon API Test	END	1720738822898
REQUEST		Get Pikachu	1720738822871	1720738822898	OK	 
USER	Pokemon API Test	END	1720738822904
USER	Pokemon API Test	START	1720738822904
REQUEST		Get Pikachu	1720738822876	1720738822905	OK	 
USER	Pokemon API Test	END	1720738822910
USER	Pokemon API Test	START	1720738822910
REQUEST		Get Pikachu	1720738822873	1720738822908	OK	 
USER	Pokemon API Test	END	1720738822913
USER	Pokemon API Test	START	1720738822913
USER	Pokemon API Test	START	1720738822915
REQUEST		Get Pikachu	1720738822873	1720738822911	OK	 
USER	Pokemon API Test	END	1720738822926
USER	Pokemon API Test	START	1720738822926
REQUEST		Get Pikachu	1720738822884	1720738822920	OK	 
REQUEST		Get Pikachu	1720738822882	1720738822917	OK	 
REQUEST		Get Pikachu	1720738822896	1720738822925	OK	 
REQUEST		Get Pikachu	1720738822884	1720738822935	OK	 
USER	Pokemon API Test	END	1720738822940
USER	Pokemon API Test	END	1720738822940
USER	Pokemon API Test	END	1720738822940
USER	Pokemon API Test	START	1720738822940
REQUEST		Get Pikachu	1720738822914	1720738822943	OK	 
USER	Pokemon API Test	END	1720738822944
USER	Pokemon API Test	START	1720738822944
USER	Pokemon API Test	END	1720738822945
REQUEST		Get Pikachu	1720738822884	1720738822940	OK	 
USER	Pokemon API Test	START	1720738822945
USER	Pokemon API Test	START	1720738822945
USER	Pokemon API Test	END	1720738822945
USER	Pokemon API Test	START	1720738822945
USER	Pokemon API Test	START	1720738822946
REQUEST		Get Pikachu	1720738822913	1720738822948	OK	 
USER	Pokemon API Test	END	1720738822953
USER	Pokemon API Test	START	1720738822953
REQUEST		Get Pikachu	1720738822910	1720738822949	OK	 
USER	Pokemon API Test	END	1720738822954
USER	Pokemon API Test	START	1720738822955
REQUEST		Get Pikachu	1720738822927	1720738822959	OK	 
USER	Pokemon API Test	END	1720738822964
USER	Pokemon API Test	START	1720738822964
REQUEST		Get Pikachu	1720738822947	1720738822965	OK	 
USER	Pokemon API Test	END	1720738822966
USER	Pokemon API Test	START	1720738822966
REQUEST		Get Pikachu	1720738822941	1720738822968	OK	 
USER	Pokemon API Test	END	1720738822969
REQUEST		Get Pikachu	1720738822916	1720738822963	OK	 
USER	Pokemon API Test	START	1720738822970
USER	Pokemon API Test	END	1720738822971
USER	Pokemon API Test	START	1720738822971
REQUEST		Get Pikachu	1720738822944	1720738822972	OK	 
USER	Pokemon API Test	END	1720738822982
REQUEST		Get Pikachu	1720738822946	1720738822980	OK	 
USER	Pokemon API Test	START	1720738822984
REQUEST		Get Pikachu	1720738822945	1720738822980	OK	 
USER	Pokemon API Test	END	1720738822985
USER	Pokemon API Test	END	1720738822985
USER	Pokemon API Test	START	1720738822985
USER	Pokemon API Test	START	1720738822985
REQUEST		Get Pikachu	1720738822955	1720738822987	OK	 
USER	Pokemon API Test	END	1720738822991
USER	Pokemon API Test	START	1720738822992
REQUEST		Get Pikachu	1720738822953	1720738822986	OK	 
USER	Pokemon API Test	END	1720738822996
USER	Pokemon API Test	START	1720738822996
REQUEST		Get Pikachu	1720738822970	1720738823000	OK	 
USER	Pokemon API Test	END	1720738823001
USER	Pokemon API Test	START	1720738823002
REQUEST		Get Pikachu	1720738822965	1720738823003	OK	 
USER	Pokemon API Test	END	1720738823008
USER	Pokemon API Test	START	1720738823008
REQUEST		Get Pikachu	1720738822966	1720738823005	OK	 
REQUEST		Get Pikachu	1720738822971	1720738823008	OK	 
USER	Pokemon API Test	END	1720738823012
USER	Pokemon API Test	END	1720738823012
REQUEST		Get Pikachu	1720738822984	1720738823009	OK	 
USER	Pokemon API Test	START	1720738823016
USER	Pokemon API Test	END	1720738823016
USER	Pokemon API Test	START	1720738823016
USER	Pokemon API Test	START	1720738823017
REQUEST		Get Pikachu	1720738822992	1720738823018	OK	 
USER	Pokemon API Test	END	1720738823019
REQUEST		Get Pikachu	1720738822986	1720738823021	OK	 
USER	Pokemon API Test	END	1720738823029
USER	Pokemon API Test	START	1720738823029
USER	Pokemon API Test	START	1720738823030
REQUEST		Get Pikachu	1720738822946	1720738823025	OK	 
USER	Pokemon API Test	END	1720738823031
REQUEST		Get Pikachu	1720738822985	1720738823025	OK	 
USER	Pokemon API Test	START	1720738823031
USER	Pokemon API Test	END	1720738823031
USER	Pokemon API Test	START	1720738823031
REQUEST		Get Pikachu	1720738823008	1720738823034	OK	 
REQUEST		Get Pikachu	1720738822998	1720738823040	OK	 
REQUEST		Get Pikachu	1720738823017	1720738823049	OK	 
USER	Pokemon API Test	END	1720738823051
USER	Pokemon API Test	END	1720738823051
USER	Pokemon API Test	END	1720738823051
USER	Pokemon API Test	START	1720738823051
USER	Pokemon API Test	START	1720738823051
USER	Pokemon API Test	START	1720738823051
REQUEST		Get Pikachu	1720738823029	1720738823058	OK	 
REQUEST		Get Pikachu	1720738823016	1720738823063	OK	 
REQUEST		Get Pikachu	1720738823002	1720738823063	OK	 
USER	Pokemon API Test	END	1720738823069
USER	Pokemon API Test	START	1720738823070
USER	Pokemon API Test	END	1720738823071
USER	Pokemon API Test	END	1720738823073
USER	Pokemon API Test	START	1720738823073
USER	Pokemon API Test	START	1720738823077
REQUEST		Get Pikachu	1720738823032	1720738823078	OK	 
USER	Pokemon API Test	END	1720738823085
REQUEST		Get Pikachu	1720738823032	1720738823081	OK	 
USER	Pokemon API Test	END	1720738823085
USER	Pokemon API Test	START	1720738823086
REQUEST		Get Pikachu	1720738823018	1720738823087	OK	 
USER	Pokemon API Test	END	1720738823091
USER	Pokemon API Test	START	1720738823097
REQUEST		Get Pikachu	1720738823031	1720738823097	OK	 
USER	Pokemon API Test	START	1720738823098
USER	Pokemon API Test	END	1720738823098
REQUEST		Get Pikachu	1720738823070	1720738823099	OK	 
USER	Pokemon API Test	END	1720738823107
REQUEST		Get Pikachu	1720738823051	1720738823103	OK	 
REQUEST		Get Pikachu	1720738823074	1720738823106	OK	 
USER	Pokemon API Test	END	1720738823107
USER	Pokemon API Test	END	1720738823107
USER	Pokemon API Test	START	1720738823108
REQUEST		Get Pikachu	1720738823052	1720738823092	OK	 
USER	Pokemon API Test	END	1720738823109
USER	Pokemon API Test	START	1720738823109
USER	Pokemon API Test	START	1720738823109
USER	Pokemon API Test	START	1720738823110
REQUEST		Get Pikachu	1720738823052	1720738823110	OK	 
USER	Pokemon API Test	END	1720738823118
USER	Pokemon API Test	START	1720738823118
USER	Pokemon API Test	START	1720738823118
REQUEST		Get Pikachu	1720738823085	1720738823123	OK	 
USER	Pokemon API Test	END	1720738823127
USER	Pokemon API Test	START	1720738823127
REQUEST		Get Pikachu	1720738823086	1720738823124	OK	 
USER	Pokemon API Test	END	1720738823136
REQUEST		Get Pikachu	1720738823119	1720738823141	OK	 
USER	Pokemon API Test	END	1720738823142
REQUEST		Get Pikachu	1720738823109	1720738823139	OK	 
REQUEST		Get Pikachu	1720738823110	1720738823131	OK	 
USER	Pokemon API Test	START	1720738823143
USER	Pokemon API Test	END	1720738823143
USER	Pokemon API Test	END	1720738823144
USER	Pokemon API Test	START	1720738823144
REQUEST		Get Pikachu	1720738823107	1720738823133	OK	 
USER	Pokemon API Test	START	1720738823144
REQUEST		Get Pikachu	1720738823109	1720738823137	OK	 
USER	Pokemon API Test	END	1720738823145
USER	Pokemon API Test	END	1720738823146
USER	Pokemon API Test	START	1720738823146
USER	Pokemon API Test	START	1720738823146
USER	Pokemon API Test	START	1720738823147
REQUEST		Get Pikachu	1720738823105	1720738823145	OK	 
USER	Pokemon API Test	END	1720738823149
REQUEST		Get Pikachu	1720738823109	1720738823148	OK	 
USER	Pokemon API Test	START	1720738823153
USER	Pokemon API Test	END	1720738823154
USER	Pokemon API Test	START	1720738823154
REQUEST		Get Pikachu	1720738823118	1720738823157	OK	 
USER	Pokemon API Test	END	1720738823161
USER	Pokemon API Test	START	1720738823161
REQUEST		Get Pikachu	1720738823128	1720738823162	OK	 
USER	Pokemon API Test	END	1720738823166
USER	Pokemon API Test	START	1720738823166
REQUEST		Get Pikachu	1720738823146	1720738823172	OK	 
USER	Pokemon API Test	END	1720738823173
REQUEST		Get Pikachu	1720738823144	1720738823173	OK	 
USER	Pokemon API Test	END	1720738823180
USER	Pokemon API Test	START	1720738823180
REQUEST		Get Pikachu	1720738823143	1720738823180	OK	 
USER	Pokemon API Test	END	1720738823184
REQUEST		Get Pikachu	1720738823147	1720738823180	OK	 
USER	Pokemon API Test	END	1720738823184
USER	Pokemon API Test	START	1720738823185
USER	Pokemon API Test	START	1720738823186
USER	Pokemon API Test	START	1720738823187
REQUEST		Get Pikachu	1720738823161	1720738823187	OK	 
USER	Pokemon API Test	END	1720738823188
USER	Pokemon API Test	START	1720738823188
REQUEST		Get Pikachu	1720738823146	1720738823188	OK	 
USER	Pokemon API Test	END	1720738823192
REQUEST		Get Pikachu	1720738823154	1720738823192	OK	 
REQUEST		Get Pikachu	1720738823154	1720738823190	OK	 
USER	Pokemon API Test	END	1720738823205
USER	Pokemon API Test	START	1720738823207
USER	Pokemon API Test	END	1720738823208
USER	Pokemon API Test	START	1720738823208
REQUEST		Get Pikachu	1720738823166	1720738823210	OK	 
USER	Pokemon API Test	END	1720738823215
USER	Pokemon API Test	START	1720738823215
REQUEST		Get Pikachu	1720738823180	1720738823217	OK	 
USER	Pokemon API Test	END	1720738823222
USER	Pokemon API Test	START	1720738823223
REQUEST		Get Pikachu	1720738823193	1720738823226	OK	 
USER	Pokemon API Test	END	1720738823227
USER	Pokemon API Test	START	1720738823227
REQUEST		Get Pikachu	1720738823144	1720738823225	OK	 
USER	Pokemon API Test	END	1720738823231
USER	Pokemon API Test	START	1720738823231
USER	Pokemon API Test	START	1720738823231
REQUEST		Get Pikachu	1720738823186	1720738823228	OK	 
USER	Pokemon API Test	END	1720738823235
REQUEST		Get Pikachu	1720738823188	1720738823233	OK	 
USER	Pokemon API Test	END	1720738823237
USER	Pokemon API Test	START	1720738823238
USER	Pokemon API Test	START	1720738823240
REQUEST		Get Pikachu	1720738823216	1720738823244	OK	 
USER	Pokemon API Test	END	1720738823248
REQUEST		Get Pikachu	1720738823207	1720738823240	OK	 
USER	Pokemon API Test	END	1720738823255
USER	Pokemon API Test	START	1720738823255
USER	Pokemon API Test	START	1720738823255
REQUEST		Get Pikachu	1720738823185	1720738823232	OK	 
USER	Pokemon API Test	END	1720738823257
USER	Pokemon API Test	START	1720738823257
REQUEST		Get Pikachu	1720738823235	1720738823258	OK	 
USER	Pokemon API Test	END	1720738823259
REQUEST		Get Pikachu	1720738823235	1720738823257	OK	 
USER	Pokemon API Test	END	1720738823261
USER	Pokemon API Test	START	1720738823261
REQUEST		Get Pikachu	1720738823232	1720738823260	OK	 
USER	Pokemon API Test	END	1720738823264
USER	Pokemon API Test	START	1720738823265
REQUEST		Get Pikachu	1720738823210	1720738823248	OK	 
USER	Pokemon API Test	END	1720738823270
USER	Pokemon API Test	START	1720738823270
REQUEST		Get Pikachu	1720738823238	1720738823270	OK	 
USER	Pokemon API Test	END	1720738823274
USER	Pokemon API Test	START	1720738823274
USER	Pokemon API Test	START	1720738823274
REQUEST		Get Pikachu	1720738823265	1720738823283	OK	 
USER	Pokemon API Test	END	1720738823284
USER	Pokemon API Test	START	1720738823284
REQUEST		Get Pikachu	1720738823255	1720738823280	OK	 
USER	Pokemon API Test	END	1720738823285
USER	Pokemon API Test	START	1720738823285
REQUEST		Get Pikachu	1720738823258	1720738823291	OK	 
USER	Pokemon API Test	END	1720738823299
REQUEST		Get Pikachu	1720738823261	1720738823300	OK	 
USER	Pokemon API Test	END	1720738823304
USER	Pokemon API Test	START	1720738823304
USER	Pokemon API Test	START	1720738823304
REQUEST		Get Pikachu	1720738823268	1720738823303	OK	 
USER	Pokemon API Test	END	1720738823308
USER	Pokemon API Test	START	1720738823308
REQUEST		Get Pikachu	1720738823244	1720738823307	OK	 
USER	Pokemon API Test	END	1720738823309
REQUEST		Get Pikachu	1720738823272	1720738823311	OK	 
USER	Pokemon API Test	END	1720738823317
REQUEST		Get Pikachu	1720738823274	1720738823317	OK	 
REQUEST		Get Pikachu	1720738823275	1720738823318	OK	 
REQUEST		Get Pikachu	1720738823285	1720738823328	OK	 
USER	Pokemon API Test	END	1720738823328
USER	Pokemon API Test	START	1720738823328
USER	Pokemon API Test	END	1720738823331
USER	Pokemon API Test	START	1720738823331
USER	Pokemon API Test	START	1720738823331
